物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-8WP-T0320,大佳,8WP-T0320水砂紙,5,TWD,PCS,新信路生產基地
07-8WP-T3000,大佳,水砂紙 3000#,30,TWD,PCS,新信路生產基地
07-8WP-T5000,大佳,水砂紙 5000#,45,TWD,PCS,新信路生產基地
07-93-RS232-25A25B,大佳,RS232連接線 25公/25母1.8米 A公B母,130,TWD,PCS,新信路生產基地
07-9BAL-TF-10,大佳,球塞凡而 1/8 內外牙,100,TWD,SET,新信路生產基地
07-9BAL-TF-20,大佳,球塞凡而 1/4 內外牙 FY,60,TWD,PCS,新信路生產基地
07-9BAL-TF-21,大佳,球塞凡而-1/4雙內牙,65,TWD,PCS,新信路生產基地
07-9BALS02B,大佳,不銹鋼球塞凡而 1/4 [304#],150,TWD,PCS,新信路生產基地
07-9BALS03A,大佳,"不銹鋼球塞凡而 3/8""大流量",250,TWD,PCS,新信路生產基地
07-9BALS04AB,大佳,"不銹鋼球塞凡而 1/2""大流量",250,TWD,PCS,新信路生產基地
07-9BALS06A,大佳,"不銹鋼球塞凡而 3/4""大流量",300,TWD,SET,新信路生產基地
07-9BALS12A,大佳,不銹鋼球塞凡而 1-1/4“大流量,500,TWD,PCS,新信路生產基地
07-9E225B11,大佳,電磁閥[AIR] MVSC-220-4EJ(DC-24V),600,TWD,PCS,新信路生產基地
07-9E225B11062,大佳,電磁閥 4V110-06AC220,600,TWD,SET,新信路生產基地
07-9E225B116B04A,大佳,電磁閥 MVSC-220-4E1(24V),600,TWD,PCS,新信路生產基地
07-9E225B116B1,大佳,電磁閥 MVSC-220-4E-AC110V,600,TWD,PCS,新信路生產基地
07-9E225B116B2,大佳,電磁閥[AIR]MVSC-220-4E1-AC220V,600,TWD,PCS,新信路生產基地
07-9E225B116B22,大佳,電磁閥[AIR] MVSC-220-4E2雙電,960,TWD,PCS,新信路生產基地
07-9ZKT06A,大佳,間距安全光柵 KT06A-KG040S-NC,1950,TWD,SET,新信路生產基地
07-A000312,大佳,折疊式三角架- 12“,380,TWD,PCS,新信路生產基地
07-A000508,大佳,可曲式伸縮磁棒 8.0*450筆型,150,TWD,PCS,新信路生產基地
07-A00073A,大佳,白鐵移植剷 特長窄型,180,TWD,SET,新信路生產基地
07-A1-CA1,大佳,立式沖床 TI-35型,4200,TWD,PCS,新信路生產基地
07-A1-KN15,大佳,彈簧吊車 0.6-1.5kg,500,TWD,PCS,新信路生產基地
07-A1-MGFC02566,大佳,連軸器 19*25/6*6,120,TWD,PCS,新信路生產基地
07-A1-MGFC025910,大佳,連軸器 19*25/12*10,200,TWD,PCS,新信路生產基地
07-A2-AA18016,大佳,透明桌墊 1.6m/m,30,TWD,PCS,新信路生產基地
07-A2-AC005,大佳,背膠矽膠板0.5*250*280,250,TWD,PCS,新信路生產基地
07-A2-AC00525,大佳,A2-AC00525(背膠矽膠板0.5*50*20),4,TWD,PCS,新信路生產基地
07-A2-AC015,大佳,背膠矽膠板1.5*250*260,300,TWD,PCS,新信路生產基地
07-A2-AC020,大佳,矽膠板 2.0x400x1000,900,TWD,PCS,新信路生產基地
07-A2-AC020510,大佳,矽膠板2.0x500x100,1125,TWD,SET,新信路生產基地
07-A2-AC03,大佳,矽膠板 3.0x300x100,850,TWD,PCS,新信路生產基地
07-A2-BA0015,大佳,矽膠保護套帽1.5mm1*3.1*12.7,10,TWD,PCS,新信路生產基地
07-A2-BA0025,大佳,矽膠保護套帽2.5mm2*5*19,12,TWD,PCS,新信路生產基地
07-A2-BA003,大佳,矽膠保護套帽3mm2.8*5.4*12.7,12,TWD,PCS,新信路生產基地
07-A2-PUD0806,大佳,優力膠圓棒8*6*16,100,TWD,SET,新信路生產基地
07-A2-PUD0806A,大佳,優力膠圓棒8*6孔*6*16,150,TWD,SET,新信路生產基地
07-A2-PVA-D,大佳,止洩帶  10M/PTFE(紅)A級,100,TWD,PCS,新信路生產基地
07-A2-PVA-D1,大佳,止洩帶 0.1x13x15M HM,120,TWD,PCS,新信路生產基地
07-A2-PVC20M,大佳,絕緣膠帶 19x20m,15,TWD,PCS,新信路生產基地
07-A3-SC-1A,大佳,塑膠抽油器 小 DP-14,40,TWD,SET,新信路生產基地
07-A3-SP1300,大佳,萬向曲管 1/8pt x300圓6,80,TWD,PCS,新信路生產基地
07-A3-SP2300,大佳,萬向曲管 1/4ptx300 圓6,80,TWD,PCS,新信路生產基地
07-A3-SP2300A,大佳,萬向曲管 1/4ptx300扁,80,TWD,SET,新信路生產基地
07-A3-SP800,大佳,油霧真空管矩頭 89092,300,TWD,PCS,新信路生產基地
07-A3-SP8005092,大佳,油霧真空管矩頭 89092,300,TWD,SET,新信路生產基地
07-A3-SP8005101,大佳,油霧真空管接頭 89101-1只,300,TWD,PCS,新信路生產基地
07-A3-SP8901L1,大佳,萬向曲管 2 1/2,88,TWD,PCS,新信路生產基地
07-A3-SP8901L4,大佳,萬向曲管 2 1/2*4目,350,TWD,PCS,新信路生產基地
07-A3-SP89095,大佳,曲管固定板接頭 89095,200,TWD,SET,新信路生產基地
07-A3-SP891001,大佳,曲管固定座89101,400,TWD,PCS,新信路生產基地
07-A4-BOX-914,大佳,工具箱含配件 14項,3035,TWD,SET,新信路生產基地
07-A5-LEAQ4,大佳,護眼燈罩 T5T8,300,TWD,SET,新信路生產基地
07-A5OBSC,大佳,透明藍色按鈕OBSC-24日,168,TWD,PCS,新信路生產基地
07-A5VF2S21A,大佳,變頻器 VFD002S21A 台達電,5880,TWD,PCS,新信路生產基地
07-A6-A50,大佳,"漆刷 5""A級",60,TWD,PCS,新信路生產基地
07-A6-FXYA1,大佳,電氣箱把手A-180-2,300,TWD,PCS,新信路生產基地
07-A6-FXYA2,大佳,把手 RV-A-250,200,TWD,PCS,新信路生產基地
07-A6-FXYA240-3,大佳,電氣箱開關 RV240-3,120,TWD,PCS,新信路生產基地
07-A6-H130L,大佳,防滑手套（touch）L 3M,90,TWD,PCS,新信路生產基地
07-A6-HB008,大佳,護- 牛仔布0008,100,TWD,PCS,新信路生產基地
07-BAND-R0055S,大佳,雙絲管夾 5.5m/m 304#,6,TWD,PCS,新信路生產基地
07-BAND-R005S,大佳,雙絲管夾 5.0m/m 304#,6,TWD,PCS,新信路生產基地
07-BAND-R011,大佳,雙絲管夾 11m/m,10,TWD,PCS,新信路生產基地
07-BAND-S-06,大佳,白鐵管夾 3/4斑馬(12-20mm),7,TWD,PCS,新信路生產基地
07-BAND-S410,大佳,"全白鐵管夾304#1""斑馬",30,TWD,PCS,新信路生產基地
07-BAND-S415,大佳,全白鐵管夾304#25-38,50,TWD,PCS,新信路生產基地
07-BAND-SA31,大佳,白鐵強力管束29-31,80,TWD,SET,新信路生產基地
07-BITA-604250,大佳,氣動起子 0#x50x6.35 2.5,30,TWD,PCS,新信路生產基地
07-BITA-605041,大佳,氣動起子頭 1#x50x6.35 4.0,30,TWD,PCS,新信路生產基地
07-BITA1900406A,大佳,氣動起子六角板手4.0x65L,40,TWD,PCS,新信路生產基地
07-BITA1900506K6,大佳,氣動起子六角板手5.0x65L,40,TWD,PCS,新信路生產基地
07-BITA19008,大佳,氣動起子六角板手8.0x65L,50,TWD,PCS,新信路生產基地
07-BITA20-08TA,大佳,氣動起子頭套筒 8m/m*45L,50,TWD,PCS,新信路生產基地
07-BITB-052,大佳,起子頭可彎曲接桿 200L,100,TWD,PCS,新信路生產基地
07-BITC-40200,大佳,電動起子頭 HB2.0*40*4.0*0#,50,TWD,PCS,新信路生產基地
07-BITC-40251,大佳,電動起子頭 HB2.5*40*4.0*1#,50,TWD,PCS,新信路生產基地
07-BITC-40301,大佳,電動起子頭 HB3.0*40*4.0*1#,50,TWD,PCS,新信路生產基地
07-BITC-40351,大佳,電動起子頭 HB3.5*40*4.0*1#,50,TWD,PCS,新信路生產基地
07-BITC-525,大佳,電動起子頭 5*2.5*60PH1#,50,TWD,PCS,新信路生產基地
07-BITC-530160,大佳,電動起子頭 5*3.0*60PH1#,40,TWD,PCS,新信路生產基地
07-CHKD-06-Y,大佳,鑽夾頭 6.5m(1/4) YUKIWA,630,TWD,PCS,新信路生產基地
07-CHKD-E10-T1,大佳,內牙鑽夾頭 3/8 unf24牙,300,TWD,SET,新信路生產基地
07-CHKPA-31,大佳,雙頭夾頭 0-3.2mm,200,TWD,PCS,新信路生產基地
07-CONS-7Z-MCM1640,大佳,迷你氣缸 CDJ2B16-40-B,350,TWD,PCS,新信路生產基地
07-CONS-HOSG-08A,大佳,鐵弗龍膠管 8m/mFEP100M,9800,TWD,PCS,新信路生產基地
07-CONS-HOSU-085AA,大佳,優力膠管 [透明]- 8m/m x 5 JH /1捲,1000,TWD,PCS,新信路生產基地
07-CONS-PIP-BT03,大佳,不繡鋼三通 3/8,40,TWD,PCS,新信路生產基地
07-CONS-U0606ZZ,大佳,U0606ZZ-軸承 606zz(日),60,TWD,PCS,新信路生產基地
07-CONS-U6302ZZ,大佳,U6302ZZ 軸承 6302zz,80,TWD,PCS,新信路生產基地
07-CONS-UOP-0237,大佳,O型油環 2.3*0.7,5,TWD,PCS,新信路生產基地
07-CONS-UOP-12417,大佳,O型油環 12.4x1.78 AS14,5,TWD,PCS,中華西路總部
07-CONS-UOPAA1010,大佳,UOPAA1010-氟膠O型環 10*1.0 VT,20,TWD,PCS,新信路生產基地
07-CONS-UOPXAS005,大佳,X型油環 2.57*1.78 AS005,20,TWD,SET,新信路生產基地
07-CONS-UOPXAS0108,大佳,X型油環 6.02*2.62 AS108,20,TWD,PCS,中華西路總部
07-CONS-XCT-7020A,大佳,鎢鋼三角尖刀片 36*12*0.6,200,TWD,PCS,中華西路總部
07-DJM-A21,大佳,磁性工具架 300mm,400,TWD,SET,新信路生產基地
07-DJMF-MA205,大佳,強力圓磁鐵 20x5.0 N38,50,TWD,SET,新信路生產基地
07-DJMF-MB2,大佳,強力方磁鐵25*15*2,30,TWD,SET,新信路生產基地
07-DRA1311206,大佳,強力起子 十字311-2#6“wiha,300,TWD,PCS,新信路生產基地
07-DRM101-02L,大佳,"磁性起子 一字 2"" LIGHT",30,TWD,PCS,新信路生產基地
07-DRM101-03+0,大佳,"磁性起子 十字 3""OM101",30,TWD,PCS,新信路生產基地
07-DRM101-030,大佳,"磁性起子 一字 3""OM101",30,TWD,PCS,新信路生產基地
07-DRM104-150,大佳,"磁性起子 一字 1 1/2""CR104",40,TWD,PCS,新信路生產基地
07-DRM104-22,大佳,"磁性起子 十字 1-1/2"" OM104",40,TWD,PCS,新信路生產基地
07-DRM107-06+O,大佳,"磁性起子 一字 6"" OM107A",60,TWD,PCS,新信路生產基地
07-DRM107-24P,大佳,"磁性起子 十字4"" 107",40,TWD,PCS,新信路生產基地
07-DRS304,大佳,小起子 一字3.0*100,60,TWD,PCS,新信路生產基地
07-E-OTHR-F0813SH,大佳,白色顯示屏1.3吋 SH1116-12864,150,TWD,PCS,中華西路總部
07-E-PCBHRH-clip-on probe-1.5mm,大佳,夾片針 1.5mm,20,TWD,PCS,中華西路總部
07-E-PCBHRH-clip-on probe-2.0mm,大佳,夾片針 2.0mm,20,TWD,PCS,中華西路總部
07-E-SW-A5OBSC16G,大佳,綠復位開關16.0圓形,50,TWD,PCS,中華西路總部
07-E-WIRE-5-OP5264,大佳,端子線5264*40CM,30,TWD,PCS,新信路生產基地
07-E-WIRE-A5-BB0504,大佳,伸縮電線4芯*0.75*1.2M,400,TWD,PCS,中華西路總部
07-E1-S10,大佳,"不銹鋼管1""",10,TWD,PCS,新信路生產基地
07-E3-00060,大佳,方型銅塊6*7*11*R1,80,TWD,PCS,新信路生產基地
07-E3-Q032260,大佳,紅銅箔 0.3x220x600m/m,300,TWD,PCS,新信路生產基地
07-E3-Q041560,大佳,紅銅箔 0.4x150x600m/m,300,TWD,SET,新信路生產基地
07-E3-QB003A,大佳,青銅箔 0.3*155*410,200,TWD,PCS,新信路生產基地
07-E4-003155,大佳,鋁材加工 31.5*55*12孔,600,TWD,PCS,新信路生產基地
07-E5-000210,大佳,不銹鋼板 0.2*300*300,400,TWD,PCS,新信路生產基地
07-E5-002203,大佳,不銹鋼丸條 22*300L,400,TWD,SET,新信路生產基地
07-EQ-OTHR-A1-CCK00,大佳,手壓沖床 0#,3500,TWD,PCS,中華西路總部
07-EQ-OTHR-OBC346,大佳,"砂布帶機 4""砂帶X6""砂盤 BD46 力山",6700,TWD,SET,中華西路總部
07-ETPTG0806,大佳,特弗龍訂做品 08*06,300,TWD,PCS,新信路生產基地
07-ETPTG1210,大佳,特弗龍訂做品 12*10,300,TWD,PCS,新信路生產基地
07-F012,大佳,空壓機油管配件,11245,TWD,SET,新信路生產基地
07-F0840BL,大佳,飛特舵機12V_SM40BL,4800,TWD,SET,新信路生產基地
07-F0845,大佳,彈簧探針30aA/A2(F0845),40,TWD,PCS,新信路生產基地
07-F0845H091,大佳,20A彈性電極針 H091,50,TWD,SET,新信路生產基地
07-F08467,大佳,通訊紀錄器 k型固態(制冷),1950,TWD,SET,新信路生產基地
07-F08468,大佳,總線舵機 SCS46-DC-6T,2100,TWD,SET,新信路生產基地
07-F084681,大佳,總線舵機調試板 URT-1,500,TWD,SET,新信路生產基地
07-F08485A,大佳,機械臂高舵機 SM-45BL-24V,3800,TWD,SET,新信路生產基地
07-F09600,大佳,R光電增量式旋轉編碼器600B-G24N,280,TWD,PCS,新信路生產基地
07-F48C,大佳,鋸子(07-F48C),120,TWD,PCS,新信路生產基地
07-F4990,大佳,手機架,105,TWD,PCS,中華西路總部
07-FA2001,大佳,防滑墊,40,TWD,PCS,新信路生產基地
07-FKS-50TE 18V,大佳,充電式端子壓接機(FKS-50TE 18V),18500,TWD,SET,新信路生產基地
07-FUM1010,大佳,變壓器夾頭(FUM1010),200,TWD,SET,新信路生產基地
07-FUM1012,大佳,變壓器夾具(FUM1012),250,TWD,SET,新信路生產基地
07-H-1DLMN025,大佳,鑽頭 2.5日NACHI,25,TWD,PCS,新信路生產基地
07-H-1HSP0305-2,大佳,H.S螺絲攻 m3x0.5 2#,100,TWD,PCS,新信路生產基地
07-H-1HSP0508-2,大佳,H.S螺絲攻 m5x0.8 2#,110,TWD,PCS,新信路生產基地
07-H-4CM04-040,大佳,六角孔螺絲m4x40,3,TWD,PCS,新信路生產基地
07-H-4IM03-12,大佳,圓頭螺絲 M3x12,0.4,TWD,PCS,新信路生產基地
07-H-4SMC0310,大佳,鍍鎳單頭六角螺絲 M3*10*4外牙,3,TWD,PCS,中華西路總部
07-H-4SMC0315,大佳,鍍鎳單頭六角螺絲 M3*15*6外牙,5,TWD,PCS,中華西路總部
07-H-IM04-40,大佳,圓頭螺絲 m4x40,0.6,TWD,PCS,新信路生產基地
07-H-METL-1DBA050100,大佳,1DBA050100,50,TWD,PCS,中華西路總部
07-H-METL-90-L0610,大佳,鋁製手輪 60mm*10孔,630,TWD,PCS,中華西路總部
07-H-METL-KPM-4SUS30,大佳,不銹鋼快速接頭 PM-30,50,TWD,PCS,中華西路總部
07-H-METL-PIP-BLS03,大佳,"不銹鋼內外牙彎頭 3/8""",50,TWD,PCS,中華西路總部
07-H-METL-U_LM05,大佳,滑行軸承 LM-5UU,150,TWD,PCS,新信路生產基地
07-H-METL-WPZD64,大佳,固定線夾 64#,30,TWD,PCS,中華西路總部
07-H-OTHR-1DB011,大佳,圓棒 1.1,22,TWD,PCS,中華西路總部
07-H-OTHR-1DB013,大佳,1DB013 ( 圓棒1.3 ),22,TWD,PCS,中華西路總部
07-H-OTHR-1DB058,大佳,圓棒5.8,58,TWD,PCS,中華西路總部
07-H-OTHR-1DB059,大佳,圓棒5.9,58,TWD,PCS,中華西路總部
07-H-OTHR-1DB098,大佳,圓棒 9.8,170,TWD,PCS,新信路生產基地
07-H-OTHR-1DLMN009,大佳,鑽頭0.9日NACHI,32,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN0095,大佳,鑽頭0.95日NACHI,60,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN014,大佳,鑽頭 1.4日NACHI,31,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN015,大佳,鑽頭 1.5日NACHI,27,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN016,大佳,鑽頭1.6日NACHI,27,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN082,大佳,鑽頭 8.2日NACHI,120,TWD,PCS,中華西路總部
07-H-OTHR-1DLMN083,大佳,鑽頭 8.3日NACHI,110,TWD,PCS,中華西路總部
07-H-OTHR-1DLONUSG05005,大佳,粉末鑽頭SG-ESS 5.05NACHI 7572P,350,TWD,PCS,中華西路總部
07-H-OTHR-1EXA-20406032,大佳,鎢鋼立銑刀 4.0*32*60L 2刃4柄,400,TWD,PCS,中華西路總部
07-H-OTHR-1EXA-205020L3,大佳,鎢鋼立銑刀 5.0*20*100L 2刃5柄,500,TWD,PCS,中華西路總部
07-H-OTHR-1PF-HSX01,大佳,"H.S管牙螺絲攻 PF1/8""(G)SXT",400,TWD,PCS,中華西路總部
07-H-OTHR-1X-A12,大佳,銑刀研磨整修12.0,220,TWD,PCS,中華西路總部
07-H-OTHR-1X-A16,大佳,銑刀研磨整修16.0,250,TWD,PCS,中華西路總部
07-H-OTHR-1X-C10,大佳,鎢鋼銑刀整修10.0,250,TWD,PCS,中華西路總部
07-H-OTHR-2GFG005-5M,大佳,厚薄規 0.05x5m H+S,420,TWD,PCS,中華西路總部
07-H-OTHR-2MBSBP,大佳,旋轉夾架 12m/m-10m/m,200,TWD,PCS,新信路生產基地
07-H-OTHR-2TOP05F-T,大佳,卷尺 5Mx19 文公尺 TORA,90,TWD,PCS,中華西路總部
07-H-OTHR-2TOP08F1,大佳,2TOP08F1-卷尺 8M*25mm(全公分),200,TWD,PCS,新信路生產基地
07-H-OTHR-4OMS-05,大佳,白鐵馬達吊環 m5,30,TWD,PCS,中華西路總部
07-H-OTHR-4OMS-06,大佳,白鐵馬達吊環 m6,30,TWD,PCS,中華西路總部
07-H-OTHR-7DST-DG10,大佳,強力風槍 DG-10,150,TWD,PCS,中華西路總部
07-H-OTHR-7K-W9X006,大佳,不銹鋼攪拌棒60cm圓形,600,TWD,PCS,中華西路總部
07-H-OTHR-80DMB20,大佳,鑽石膏 2000#,400,TWD,PCS,中華西路總部
07-H-OTHR-8BDB180-G,大佳,砂布環帶 180# 4*36(地球鷹),50,TWD,PCS,中華西路總部
07-H-OTHR-9BALSA04,大佳,"不銹鋼球塞凡而 1/2""蝶式",200,TWD,PCS,中華西路總部
07-H-OTHR-A1-KMABW024,大佳,鱔魚鍊條2.4m/m短目,15,TWD,FEET,中華西路總部
07-H-OTHR-A1-NPB148,大佳,防護面罩 B1+FC-48,350,TWD,PCS,中華西路總部
07-H-OTHR-A1-SCH03,大佳,"防靜電輪 3""",300,TWD,PCS,中華西路總部
07-H-OTHR-A1-SCH03A,大佳,"萬向防靜電輪 3""膨脹式",300,TWD,PCS,中華西路總部
07-H-OTHR-A1-SCH05,大佳,"防靜電輪 5""",400,TWD,PCS,中華西路總部
07-H-OTHR-A2-0001,大佳,防塵膠條 黃,300,TWD,M,中華西路總部
07-H-OTHR-A2-AC005,大佳,背膠矽膠板0.5*250*280,250,TWD,PCS,中華西路總部
07-H-OTHR-A2-AC005G,大佳,背膠矽膠板0.5*250*280黑,250,TWD,PCS,中華西路總部
07-H-OTHR-A2-AC015,大佳,背膠矽膠板1.5*250*280,300,TWD,PCS,中華西路總部
07-H-OTHR-A2-PVC18M,大佳,絕緣膠帶 19x20Y,15,TWD,PCS,中華西路總部
07-H-OTHR-A2-PVX601,大佳,隔熱紙 60*100cm 淺灰,200,TWD,PCS,中華西路總部
07-H-OTHR-A2-PVX602,大佳,隔熱紙 60*100cm 深灰,200,TWD,PCS,中華西路總部
07-H-OTHR-A5-BTB053,大佳,動力延長線 2.0/2C30尺灰 新安規,500,TWD,SET,中華西路總部
07-H-OTHR-A5-BTB100,大佳,動力延長線5Mx2.0x3心 新安規,400,TWD,PCS,中華西路總部
07-H-OTHR-BITA-606062,大佳,氣動起子頭 2#x50x6.35 6.0,30,TWD,PCS,中華西路總部
07-H-OTHR-CHKDC06Y,大佳,鑽夾頭 DC-6.5 YUKIWA,680,TWD,PCS,中華西路總部
07-H-OTHR-DRCX78,大佳,特長起子 780MM一字,350,TWD,PCS,新信路生產基地
07-H-OTHR-DRM107-04+0,大佳,"磁性起子 一字4"" 107",40,TWD,PCS,中華西路總部
07-H-OTHR-F166,大佳,拉力計夾子,450,TWD,PCS,中華西路總部
07-H-OTHR-HKD-F10,大佳,快速電鑽夾頭 3/8附六角接桿,300,TWD,PCS,中華西路總部
07-H-OTHR-HOSAHW24,大佳,矽膠空心管 2mm*4mm,80,TWD,M,新信路生產基地
07-H-OTHR-HOSR-0806,大佳,空壓伸縮管 8x5x6M,100,TWD,PCS,中華西路總部
07-H-OTHR-JPL08-01,大佳,省力接頭 JPL-8-01 彎,20,TWD,PCS,中華西路總部
07-H-OTHR-JSC-04-M5,大佳,省力接頭附調速 JSC-4-M5,100,TWD,PCS,中華西路總部
07-H-OTHR-JVA004,大佳,省力調速接頭JVA4,120,TWD,PCS,中華西路總部
07-H-OTHR-KSH-40AH,大佳,快速接頭 SHT-20單手 THB,90,TWD,PCS,中華西路總部
07-H-OTHR-KSUT-3SA,大佳,多管路快速接頭三聯式/單手,300,TWD,PCS,中華西路總部
07-H-OTHR-KSUT-V3S,大佳,活動管路分流器 三連式/塑鋼,400,TWD,PCS,中華西路總部
07-H-OTHR-PIN-P1025,大佳,平行梢 10x25,30,TWD,PCS,中華西路總部
07-H-OTHR-U0205,大佳,軸承MR52ZZ 2*5*2.5,60,TWD,SET,中華西路總部
07-H-OTHR-U0684ZZ,大佳,軸承684ZZ,50,TWD,PCS,中華西路總部
07-H-SCRW-4CM04-055,大佳,六角孔螺絲m4x55,10,TWD,PCS,中華西路總部
07-H-SCRW-4CM04-070,大佳,六角孔螺絲 m4x70,20,TWD,PCS,中華西路總部
07-H-SCRW-4CMS02-06,大佳,不銹鋼六角孔m2 x6,5,TWD,PCS,中華西路總部
07-H-SCRW-4CMS02-10,大佳,不銹鋼六角孔 m2x10,6,TWD,PCS,中華西路總部
07-H-SCRW-4CMS02-12,大佳,不銹鋼六角孔m2 x12,6,TWD,PCS,中華西路總部
07-H-SCRW-4CMS03-08,大佳,不銹鋼六角孔 m3 x 8,3,TWD,PCS,中華西路總部
07-H-SCRW-4CMS03-10,大佳,不銹鋼六角孔 m3 x 10,3,TWD,PCS,中華西路總部
07-H-SCRW-4CMS03-30,大佳,不鏽鋼六角孔M3*30,4,TWD,PCS,中華西路總部
07-H-SCRW-4CMS04-008,大佳,不銹鋼六角孔 m4 x 8,3,TWD,PCS,中華西路總部
07-H-SCRW-4CMS04-020,大佳,不銹鋼六角孔 m4x20,3,TWD,PCS,中華西路總部
07-H-SCRW-4CMS04-025,大佳,不銹鋼六角孔 m4x25,4,TWD,PCS,中華西路總部
07-H-SCRW-4CMS04-040,大佳,不鏽鋼六角孔M4*40,8,TWD,PCS,中華西路總部
07-H-SCRW-4CMS04-050,大佳,不鏽鋼六角孔M4*50,9,TWD,PCS,中華西路總部
07-H-SCRW-4CMS06-016,大佳,不鏽鋼六角孔M6*16,3,TWD,PCS,中華西路總部
07-H-SCRW-4CMS06-075,大佳,不鏽鋼六角孔M6*75,10,TWD,PCS,中華西路總部
07-H-SCRW-4CMS08-040,大佳,不鏽鋼六角孔M8*40,10,TWD,PCS,中華西路總部
07-H-SCRW-4CMS10-020,大佳,不銹鋼六角孔螺絲 m10x20,12,TWD,PCS,中華西路總部
07-H-SCRW-4FMS03-04,大佳,不鏽鋼皿頭孔螺絲3*4,4,TWD,PCS,中華西路總部
07-H-SCRW-4FMS03-08,大佳,不鏽鋼皿頭螺絲3*8,5,TWD,PCS,中華西路總部
07-H-SCRW-4FMS05-08,大佳,不鏽鋼皿頭孔螺絲5*8,5,TWD,PCS,中華西路總部
07-H-SCRW-4FMS05-20,大佳,不鏽鋼皿頭孔螺絲5*20,5,TWD,PCS,中華西路總部
07-H-SCRW-4HMS03-10,大佳,不鏽鋼皿頭螺絲 m3x10,2,TWD,PCS,中華西路總部
07-H-SCRW-4IM02-15,大佳,圓頭螺絲 m2x15,1,TWD,PCS,中華西路總部
07-H-SCRW-4IM03-12N,大佳,圓頭螺絲M3*12鍍鎳,0.5,TWD,PCS,中華西路總部
07-H-SCRW-4IM04-012,大佳,圖頭螺絲 m4 x 12,0.5,TWD,PCS,中華西路總部
07-H-SCRW-4JW012-06,大佳,鐵板牙螺絲 5/32x3/4,0.8,TWD,PCS,中華西路總部
07-H-SCRW-4JW012-10,大佳,鐵板牙螺絲 5/32x1,1,TWD,PCS,中華西路總部
07-H-SCRW-4JWSA06-10,大佳,"白鐵丸頭鑽尾螺絲 6#3/8""",2,TWD,PCS,中華西路總部
07-H-SCRW-4JWSA08-18,大佳,"白鐵大扁鑽尾螺絲8#x5/8""",2,TWD,PCS,新信路生產基地
07-H-SCRW-4NT-B0305N,大佳,螺帽 M3*0.5鍍鎳,0.3,TWD,PCS,中華西路總部
07-H-SCRW-4NT-FMS06,大佳,白鐵耐龍螺帽 m6,3,TWD,PCS,中華西路總部
07-H-SCRW-4NT-GSM05,大佳,不銹鋼蝶帽 m5x0.8,15,TWD,PCS,中華西路總部
07-H-SCRW-4NT-SM020,大佳,不銹鋼螺帽m2 x 0.4,2,TWD,PCS,中華西路總部
07-H-SCRW-4NT-SM0305,大佳,不鏽鋼螺帽 m3x0.5,1,TWD,PCS,中華西路總部
07-H-SCRW-4RS_20,大佳,白鐵套管壁虎 1/4x5/16,10,TWD,PCS,新信路生產基地
07-H-SCRW-4SMC0305,大佳,鍍鎳單頭六角螺絲 M3*5*6外牙,3,TWD,PCS,中華西路總部
07-H-SCRW-4SMC03106,大佳,鍍鎳單頭六角螺絲 M3*10*6外牙,3,TWD,PCS,中華西路總部
07-H-SCRW-4VAMS3-12,大佳,不銹鋼翼形螺絲 m3x12,30,TWD,PCS,中華西路總部
07-H-SCRW-4VAMS3-20,大佳,不銹鋼翼形螺絲 m3x20,30,TWD,PCS,中華西路總部
07-H-SCRW-4YFWS-010A,大佳,不鏽鋼平華司3.0*6*0.5,1,TWD,PCS,中華西路總部
07-H-SCRW-4YFWS-02520,大佳,不銹鋼平華司 8.0x2.0厚,4,TWD,PCS,中華西路總部
07-H-SCRW-4YSWS-010,大佳,不鏽鋼彈簧華司1/8(3),1,TWD,PCS,中華西路總部
07-HOSAHW46,大佳,矽膠空心管 4*6 mm,80,TWD,M,新信路生產基地
07-HOSAHW52,大佳,矽膠空心管 5mm*8mm乳白色,30,TWD,PCS,新信路生產基地
07-HOSAHW53,大佳,矽膠空心管 12mm*08mm乳白色,50,TWD,PCS,新信路生產基地
07-HOSG-0604,大佳,鐵弗龍膠管 6m/m 耐溫260度,100,TWD,M,新信路生產基地
07-HOSG-0604A1,大佳,鐵弗龍膠管6*4 *100M透明,7500,TWD,PCS,新信路生產基地
07-HOSG-0806,大佳,鐵氟龍膠管 8m/m PTFE,150,TWD,PCS,新信路生產基地
07-HOSN-11,大佳,"伸縮管 1 1/8""",300,TWD,PCS,新信路生產基地
07-HOSOB06090,大佳,空壓軟管 3/4x900mm(附頭),320,TWD,PCS,新信路生產基地
07-HOSOB06091,大佳,空壓軟管 3/4x900mm(附單頭),250,TWD,PCS,新信路生產基地
07-HOSR-0809,大佳,空壓伸縮管 8X5X9M(條),130,TWD,PCS,新信路生產基地
07-HOSR-0815,大佳,空壓伸縮管8x5x15M,200,TWD,PCS,新信路生產基地
07-HOSR-1206,大佳,空壓伸縮管 12x8x6M(透藍),300,TWD,SET,新信路生產基地
